Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7213,Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,Ubisoft,0.12,0.08,0,0.02,0.22,2,0,1,181850.74,0
7214,Dungeon Hunter Alliance,PSV,2012,Action,Ubisoft,0.09,0.1,0,0.04,0.22,1,0,0,51345.39,1
7215,LEGO Harry Potter: Years 5-7,PC,N/A,Action,Warner Bros. Interactive Entertainment,0.05,0.14,0,0.03,0.22,3,0,0,137519.92,1
7216,Duel Masters: Kaijudo Showdown,GBA,2004,Misc,Atari,0.16,0.06,0,0,0.22,2,1,1,49653.37,0
7217,Imagine: Boutique Owner,DS,2009,Simulation,Ubisoft,0.2,0,0,0.02,0.22,1,1,1,55867.38,0
7218,The Walking Dead: Season Two,PS3,2014,Adventure,Telltale Games,0.09,0.09,0,0.04,0.22,3,1,0,172749.4,1
7219,The Lord of the Rings: The Third Age,GBA,2004,Role-Playing,Electronic Arts,0.16,0.06,0,0,0.22,2,1,0,90607.31,0
7220,Cursed Mountain,Wii,2009,Adventure,Deep Silver,0.09,0.1,0,0.02,0.22,1,0,0,130861.95,0
7221,The Suffering,XB,2004,Action,Midway Games,0.16,0.05,0,0.01,0.22,1,0,0,5558.47,1
7222,Dragon Quest Builders: Revive Alefgard,PS4,2016,Role-Playing,Square Enix,0,0,0.22,0,0.22,2,0,0,121537.91,0
7223,Tetris Worlds,GC,2002,Puzzle,THQ,0.17,0.04,0,0.01,0.22,2,1,0,57128.78,0
7224,Teenage Mutant Ninja Turtles: Danger of the Ooze,X360,2014,Adventure,Activision,0.11,0.09,0,0.02,0.22,1,1,0,19409.77,0
7225,ECW Hardcore Revolution,N64,2000,Fighting,Acclaim Entertainment,0.18,0.04,0,0,0.22,1,0,1,88604.89,1
7226,Mega Man 64,N64,2000,Action,Capcom,0.14,0.03,0.05,0,0.22,2,0,0,479.54,0
7227,Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,1996,Sports,Imagineer,0,0,0.22,0,0.22,2,1,1,173837.54,0
7228,Rampage 2: Universal Tour,N64,1999,Action,GT Interactive,0.18,0.04,0,0,0.22,1,1,0,487.3,0
7229,Ms. Pac-Man: Maze Madness,N64,2000,Puzzle,Namco Bandai Games,0.18,0.04,0,0,0.22,1,1,0,35600.25,1
7230,Tales of Graces,Wii,2009,Role-Playing,Namco Bandai Games,0,0,0.22,0,0.22,2,1,1,166929.43,1
7231,Age of Empires: Mythologies,DS,2008,Strategy,THQ,0.17,0.03,0,0.02,0.22,2,1,1,98998.61,0
7232,Viewtiful Joe 2,GC,2004,Action,Capcom,0.17,0.04,0,0.01,0.22,2,1,1,54229.74,0
7233,Where's Waldo? The Fantastic Journey,DS,2009,Adventure,Ubisoft,0.2,0,0,0.02,0.22,1,1,1,105720.09,0
7234,ATV Quad Kings,Wii,2009,Racing,Zoo Digital Publishing,0.21,0,0,0.01,0.22,1,1,1,121151.46,0
7235,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,PS2,2002,Misc,Acclaim Entertainment,0.11,0.08,0,0.03,0.22,1,1,1,154844.22,0
7236,Jewel Quest: Expeditions,DS,2007,Puzzle,Avanquest,0.03,0.18,0,0.01,0.22,1,1,1,18785.48,0
7237,NBA Jam Extreme,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0,0.01,0.22,1,1,0,64771.61,0
7238,Dragon Ball: Origins (JP & incomplete US sales),DS,2008,Adventure,Atari,0.04,0,0.17,0,0.22,1,1,1,16250.61,0
7239,Touch the Dead,DS,2007,Shooter,Eidos Interactive,0.2,0,0,0.02,0.22,2,1,0,131093.99,0
7240,Tropico 3,X360,2009,Strategy,Kalypso Media,0.15,0.02,0.03,0.02,0.22,1,1,0,129188.18,1
7241,Nickelodeon Party Blast,XB,2002,Misc,Infogrames,0.16,0.05,0,0.01,0.22,1,1,0,47428.73,1
7242,Ben 10 Alien Force: Vilgax Attacks,X360,2009,Action,D3Publisher,0.11,0.09,0,0.02,0.22,1,1,0,132973.21,0
7243,NHL Championship 2000,PS,1998,Sports,Fox Interactive,0.12,0.08,0,0.01,0.22,2,1,1,84908.2,0
7244,G.I. Joe: The Rise of Cobra,Wii,2009,Action,Electronic Arts,0.17,0.03,0,0.02,0.22,3,0,0,57338.56,1
7245,Shellshock: Nam '67,XB,2004,Shooter,Eidos Interactive,0.16,0.05,0,0.01,0.22,2,1,1,161579.85,0
7246,Hunted: The Demon's Forge,X360,2011,Action,Bethesda Softworks,0.13,0.07,0,0.02,0.22,2,1,0,122625.68,0
7247,Kartia: The Word of Fate,PS,1998,Strategy,Konami Digital Entertainment,0.05,0.03,0.12,0.01,0.22,2,1,1,52909.87,0
7248,Tales of Berseria,PS4,2016,Role-Playing,Namco Bandai Games,0,0,0.22,0,0.22,2,0,1,170226.47,0
7249,All-Star Baseball 2002,GC,2001,Sports,Acclaim Entertainment,0.17,0.04,0,0.01,0.22,1,1,1,191757.65,1
7250,Magna Carta: Tears of Blood,PS2,2004,Role-Playing,505 Games,0.11,0.08,0,0.03,0.22,3,1,0,66652.75,1
7251,Lethal Skies Elite Pilot: Team SW,PS2,2001,Simulation,Sammy Corporation,0.11,0.08,0,0.03,0.22,2,1,1,195977.75,0
7252,Capcom vs. SNK,DC,2000,Fighting,Virgin Interactive,0,0,0.22,0,0.22,2,1,1,69056.26,0
7253,NBA Live 09 All-Play,Wii,2008,Sports,Electronic Arts,0.19,0.01,0,0.02,0.22,1,1,0,12920.43,0
7254,Infinite Space,DS,2009,Role-Playing,Sega,0.07,0.06,0.07,0.01,0.22,1,1,0,138552.74,0
7255,Yoostar2,X360,2011,Misc,Unknown,0.11,0.09,0,0.02,0.22,1,1,0,22832.71,1
7256,Transformers: Devastation,PS4,2015,Action,Activision,0.1,0.08,0,0.04,0.22,1,0,1,61811.1,0
7257,Tamagotchi no KiraKira Omisecchi,DS,2008,Misc,Namco Bandai Games,0,0,0.22,0,0.22,1,1,0,191604.27,1
7258,From Russia With Love,GC,2005,Action,Electronic Arts,0.17,0.04,0,0.01,0.22,1,1,1,25445,0
7259,You Don't Know Jack,Wii,2011,Misc,THQ,0.2,0,0,0.01,0.22,4,0,1,129964.56,1
7260,Just Dance 2016,PS3,2015,Misc,Ubisoft,0.1,0.08,0,0.04,0.22,1,0,0,6209.51,1
7261,Pinball Hall of Fame: The Williams Collection,PS3,2009,Misc,Crave Entertainment,0.2,0,0,0.02,0.22,1,1,1,134794.02,0
7262,Guitar Hero: Smash Hits,PS2,2009,Misc,Activision,0.11,0.01,0,0.1,0.22,1,1,1,57549.65,0
7263,NFL Quarterback Club 2002,PS2,2001,Sports,Acclaim Entertainment,0.11,0.08,0,0.03,0.22,1,0,1,28367.21,0
7264,Kirby's Star Stacker,GB,1997,Puzzle,Nintendo,0,0,0.22,0,0.22,1,1,1,51703.09,0
7265,NCAA Basketball 09,X360,2008,Sports,Electronic Arts,0.2,0,0,0.02,0.22,2,1,1,66602.7,0
7266,Full Auto,X360,2006,Shooter,Sega,0.19,0.01,0,0.02,0.22,1,1,1,2739.71,0
7267,Dead Island,PC,2011,Action,Deep Silver,0.12,0.07,0,0.03,0.22,2,0,0,69227.42,0
7268,Growlanser: Heritage of War,PS2,2006,Role-Playing,Rising Star Games,0.11,0.08,0,0.03,0.22,1,1,0,31445.03,1
7269,Hasbro Family Game Night,DS,2009,Puzzle,Electronic Arts,0.01,0.19,0,0.02,0.22,1,1,0,150037.19,0
7270,Shin Megami Tensei x Fire Emblem,WiiU,2015,Role-Playing,Nintendo,0.1,0.04,0.06,0.01,0.22,1,0,1,111448.92,0
7271,Rugby 2004,PS2,2003,Sports,Electronic Arts,0.11,0.08,0,0.03,0.22,1,1,0,51226.32,1
7272,Disney's Magical Quest Starring Mickey and Minnie,GBA,2002,Action,Nintendo,0.16,0.06,0,0,0.22,1,1,1,53581.14,0
7273,Spirit Camera: The Cursed Memoir,3DS,2012,Adventure,Nintendo,0.12,0.02,0.06,0.01,0.22,2,1,1,149697.78,0
7274,NBA 06,PSP,2005,Sports,Sony Computer Entertainment,0.2,0,0,0.02,0.22,1,1,1,160348.31,0
7275,Naruto: Ninja Council,GBA,2003,Action,Tomy Corporation,0.16,0.06,0,0,0.22,1,1,1,154641.91,0
7276,Shin Megami Tensei: Persona,PSP,2009,Role-Playing,Atlus,0.08,0,0.13,0.01,0.22,2,1,1,104331.76,0
7277,DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,DS,2007,Adventure,Tecmo Koei,0,0,0.22,0,0.22,2,0,0,135630.32,0
7278,Wreckless: ThE YaKuza MisSiOns,PS2,2002,Racing,Activision,0.11,0.08,0,0.03,0.22,1,1,1,65361.66,0
7279,Madden NFL 07,DS,2006,Sports,Electronic Arts,0.2,0,0,0.02,0.22,2,1,1,56176.31,0
7280,Jikkyou Powerful Major League,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.22,0,0.22,2,0,1,60059.47,0
7281,NFL 2K3,GC,2002,Sports,Sega,0.17,0.04,0,0.01,0.22,1,0,0,51364.56,0
7282,Darksiders II,PS4,2015,Action,Nordic Games,0.09,0.1,0,0.04,0.22,2,1,1,118752.6,0
7283,Saltwater Sportfishing,PS,2001,Sports,Take-Two Interactive,0.12,0.08,0,0.01,0.22,1,1,1,116848.79,1
7284,Yoshi Touch & Go (JP sales),DS,2005,Platform,Nintendo,0,0,0.22,0,0.22,2,1,0,45026.23,1
7285,Samurai Jack: The Amulet of Time,GBA,2003,Platform,Zoo Digital Publishing,0.16,0.06,0,0,0.22,1,1,1,189657.26,0
7286,Pass the Pigs,DS,2008,Misc,THQ,0.2,0,0,0.02,0.22,2,0,0,57213.46,0
7287,J-League Winning Eleven 2008: Club Championship,PS2,2008,Sports,Konami Digital Entertainment,0,0,0.22,0,0.22,2,1,1,63687.06,0
7288,Jackie Chan: Stuntmaster,PS,1999,Action,Sony Computer Entertainment,0.12,0.08,0,0.01,0.22,2,1,1,58761.33,0
7289,Sports Car GT,PS,1999,Racing,Electronic Arts,0.12,0.08,0,0.01,0.22,1,1,1,14187.78,0
7290,Lost Planet 3,PS3,2013,Shooter,Capcom,0.07,0.06,0.06,0.03,0.22,1,1,0,145115.95,0
7291,Order Up!,Wii,2008,Misc,Zoo Digital Publishing,0.19,0.01,0,0.02,0.22,1,1,0,187718.26,0
7292,Code Name: S.T.E.A.M.,3DS,2015,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.22,2,1,0,27150.35,0
7293,SBK X: Superbike World Championship,PS3,2010,Racing,Black Bean Games,0.05,0.13,0,0.04,0.22,1,1,0,111622.76,1
7294,NBA Live 14,PS4,2013,Sports,Electronic Arts,0.14,0.05,0,0.03,0.22,2,1,0,27244.35,0
7295,Scooby-Doo! Mystery Mayhem,GC,2004,Action,THQ,0.17,0.04,0,0.01,0.22,1,1,0,57029.66,0
7296,Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,1995,Sports,Sega,0,0,0.22,0,0.22,2,0,0,25183.01,0
7297,American Idol,GBA,2003,Misc,Codemasters,0.15,0.06,0,0,0.22,1,0,1,129980.93,0
7298,Summer Athletics: The Ultimate Challenge (Others sales),Wii,2008,Sports,DTP Entertainment,0,0.2,0,0.01,0.22,1,1,0,118716.63,0
7299,Britney's Dance Beat,GBA,2002,Misc,THQ,0.15,0.06,0,0,0.22,1,0,1,20134.07,0
7300,Shrek SuperSlam,GC,2005,Action,Activision,0.17,0.04,0,0.01,0.22,1,0,1,190208.23,0
7301,Sniper: Ghost Warrior 2,X360,2013,Shooter,City Interactive,0.06,0.13,0,0.02,0.22,1,1,1,68021.9,0
7302,Over G Fighters,X360,2006,Simulation,Ubisoft,0.19,0.01,0,0.02,0.22,1,0,0,110881.56,0
7303,Sailor Moon,SNES,1993,Action,Namco Bandai Games,0,0,0.22,0,0.22,1,1,1,132480.75,0
7304,Apache: Air Assault,PS3,2010,Simulation,Activision,0.11,0.07,0,0.03,0.22,1,1,1,7032.95,0
7305,One Piece: Pirate Warriors 3,PSV,2015,Action,Namco Bandai Games,0,0.07,0.13,0.02,0.22,2,1,0,27862.58,0
7306,Herdy Gerdy,PS2,2002,Adventure,Eidos Interactive,0.11,0.08,0,0.03,0.22,2,1,1,87008.17,0
7307,Armored Core V,X360,2012,Simulation,Namco Bandai Games,0.13,0.03,0.04,0.01,0.22,1,1,1,27411.19,0
7308,EVE Online,PC,2003,Role-Playing,CCP,0,0.19,0,0.02,0.22,2,1,1,46395.21,0
7309,Digimon World Re:Digitize,PSP,2012,Action,Namco Bandai Games,0,0,0.22,0,0.22,2,1,1,194245.29,0
7310,Ninja Gaiden: Dragon Sword,DS,2008,Action,Tecmo Koei,0.17,0.02,0.02,0.02,0.22,1,0,1,151317.27,1
7311,Ride,PS4,2015,Racing,Milestone S.r.l.,0.03,0.13,0.03,0.03,0.22,1,1,0,118142.79,0
7312,Blue Dragon Plus,DS,2008,Role-Playing,Ignition Entertainment,0.12,0.04,0.05,0.01,0.22,3,1,1,138700.75,1
7313,Lords of the Fallen,XOne,2014,Role-Playing,Square Enix,0.1,0.1,0,0.02,0.22,2,0,1,6035.51,0
7314,NBA in the Zone 2000,PS,2000,Sports,Konami Digital Entertainment,0.12,0.08,0,0.01,0.21,2,1,1,41263.69,0
7315,Dark Summit,PS2,2001,Sports,THQ,0.11,0.08,0,0.03,0.21,1,0,1,63185.05,0
7316,Afrika,PS3,2008,Adventure,Unknown,0.12,0,0.08,0.01,0.21,2,1,0,92536,1
7317,Cabela's Big Game Hunter: Ultimate Challenge,PS,2001,Sports,Activision Value,0.12,0.08,0,0.01,0.21,2,1,1,158736.07,0
7318,The Legend of Heroes: Trails in the Sky First Chapter,PSP,2006,Role-Playing,Ghostlight,0.1,0.03,0.06,0.03,0.21,1,0,0,18633.4,1
7319,Are You Smarter Than a 5th Grader? Back to School,Wii,2010,Misc,Nintendo,0.2,0,0,0.02,0.21,1,1,0,71830.1,1
7320,Steins;Gate,PSV,2013,Adventure,PQube,0.07,0.09,0,0.05,0.21,2,1,0,19525.65,0
7321,The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,Ubisoft,0.11,0.08,0,0.03,0.21,2,1,1,110953.33,0
7322,Pandemonium!,PS,1996,Platform,BMG Interactive Entertainment,0.12,0.08,0,0.01,0.21,2,1,1,4466.21,0
7323,SingStar: Back to the 80s,PS3,2011,Misc,Sony Computer Entertainment,0,0.16,0,0.05,0.21,1,1,1,105818.51,0
7324,Namco Museum: 50th Anniversary,GC,2005,Misc,Namco Bandai Games,0.17,0.04,0,0.01,0.21,1,0,0,149558.83,1
7325,Crash 'N' Burn,PS2,2004,Racing,Eidos Interactive,0.11,0.08,0,0.03,0.21,2,1,0,4070.28,0
7326,NBA,PSP,2005,Sports,Sony Computer Entertainment,0.2,0,0,0.02,0.21,3,1,0,132741.13,1
7327,Teenage Mutant Ninja Turtles: Smash-Up,PS2,2009,Fighting,Ubisoft,0.11,0.08,0,0.03,0.21,2,1,0,61251.25,0
7328,Pro Yakyuu Greatest Nine '97,SAT,1997,Sports,Sega,0,0,0.21,0,0.21,1,1,0,91347.76,0
7329,Transformers: Dark of the Moon,3DS,2011,Action,Activision,0.16,0.04,0,0.02,0.21,1,1,0,171045.31,1
7330,Final Fantasy Fables: Chocobo's Dungeon,Wii,2007,Role-Playing,Square Enix,0.09,0,0.11,0.01,0.21,1,0,0,155850.4,1
7331,Lunar: Silver Star Story Complete,SAT,1997,Role-Playing,Kadokawa Shoten,0,0,0.21,0,0.21,1,1,0,27380.99,0
7332,Dorabase DS: Dramatic Stadium,DS,2007,Sports,Namco Bandai Games,0,0,0.21,0,0.21,1,1,0,154208.96,0
7333,Disaster Report,PS2,2002,Action,Agetec,0.03,0.02,0.15,0.01,0.21,1,1,1,93624.55,0
7334,EVE: burst error,SAT,1997,Adventure,Imagineer,0,0,0.21,0,0.21,2,1,0,64746.07,0
7335,We Sing Robbie Williams,Wii,2010,Misc,Nordic Games,0,0.19,0,0.03,0.21,2,1,0,82815.93,0
7336,Backyard NFL Football '09,Wii,2008,Sports,Atari,0.2,0,0,0.02,0.21,2,1,1,27308.58,0
7337,Pro Evolution Soccer 2012,Wii,2011,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.02,0.21,1,1,1,104876.8,0
7338,Akiba's Trip: Undead & Undressed,PSV,2013,Action,Nippon Ichi Software,0.09,0.02,0.08,0.03,0.21,2,1,0,151316.37,0
7339,Speed Racer: The Videogame,PS2,2008,Racing,Warner Bros. Interactive Entertainment,0.1,0.08,0,0.03,0.21,1,1,0,91817.38,1
7340,College Hoops 2K7,X360,2006,Sports,Take-Two Interactive,0.2,0,0,0.02,0.21,1,0,1,125311.17,1
7341,The Amazing Spider-Man 2 (2014),XOne,2014,Action,Activision,0.12,0.07,0,0.02,0.21,1,1,1,14868.94,1
7342,Big League Sports,X360,2011,Sports,Activision,0.18,0.02,0,0.01,0.21,2,1,0,196112.45,0
7343,Bratz: Forever Diamondz,GC,2006,Adventure,THQ,0.17,0.04,0,0.01,0.21,2,0,0,24093.4,1
7344,WCW Backstage Assault,PS,1999,Action,Electronic Arts,0.12,0.08,0,0.01,0.21,2,1,1,66263.87,0
7345,UFC Undisputed 2010,PSP,2010,Fighting,THQ,0.11,0.07,0,0.04,0.21,2,0,1,100304.13,0
7346,Baja: Edge of Control,PS3,2008,Racing,THQ,0.1,0.08,0,0.04,0.21,2,1,0,167909.52,0
7347,Wild Wild Racing,PS2,2000,Racing,Interplay,0.1,0.08,0,0.03,0.21,1,1,1,16246.59,0
7348,Magician's Quest: Town of Magic,3DS,2012,Simulation,Konami Digital Entertainment,0,0,0.21,0,0.21,2,1,0,103603.65,0
7349,The Bard's Tale,PS2,2004,Role-Playing,Ubisoft,0.1,0.08,0,0.03,0.21,2,1,0,7680.23,0
7350,NCAA March Madness 08,X360,2007,Sports,Electronic Arts,0.2,0,0,0.02,0.21,2,0,0,95215.73,0
7351,Momotarou Dentetsu 16,PS2,2006,Misc,Hudson Soft,0,0,0.21,0,0.21,2,0,1,148172.94,0
7352,Robotech: The Macross Saga,GBA,2002,Shooter,TDK Mediactive,0.15,0.06,0,0,0.21,2,1,0,124382.9,0
7353,Yu Yu Hakusho: Dark Tournament,PS2,N/A,Fighting,N/A,0.1,0.08,0,0.03,0.21,2,1,0,159311.46,0
7354,MTV Celebrity Deathmatch,XB,2003,Fighting,Gotham Games,0.16,0.05,0,0.01,0.21,2,0,0,6787.48,0
7355,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,2010,Action,Namco Bandai Games,0,0,0.21,0,0.21,2,0,1,197297.77,1
7356,Conflict Zone,PS2,2002,Strategy,Ubisoft,0.1,0.08,0,0.03,0.21,1,1,0,21556.95,0
7357,Tony Hawk's American Sk8land,DS,2005,Sports,Activision,0.19,0.01,0,0.02,0.21,2,1,0,56518,0
7358,de Blob 2,PS3,2011,Platform,THQ,0.11,0.07,0,0.03,0.21,2,1,0,158840.99,0
7359,The BIGS 2,X360,2009,Sports,Take-Two Interactive,0.19,0.01,0,0.02,0.21,2,1,1,126396.01,0
7360,BloodRayne,XB,2002,Shooter,Universal Interactive,0.16,0.05,0,0.01,0.21,1,0,1,148087.88,1
7361,Hannah Montana: The Movie,X360,2009,Adventure,Disney Interactive Studios,0.14,0.06,0,0.02,0.21,2,1,0,33701.5,0
7362,50 Cent: Blood on the Sand,X360,2009,Shooter,THQ,0.12,0.07,0,0.02,0.21,1,0,1,84622.37,0
7363,Bratz: Girlz Really Rock,Wii,2008,Action,THQ,0.19,0,0,0.02,0.21,1,1,0,185580.89,1
7364,NHL 2K6,XB,2005,Sports,Take-Two Interactive,0.16,0.05,0,0.01,0.21,1,1,1,62768.8,0
7365,Tenchu: Return From Darkness,XB,2004,Action,Activision,0.16,0.05,0,0.01,0.21,2,1,1,38829.11,0
7366,World Poker Tour,PS2,2005,Misc,Take-Two Interactive,0.1,0.08,0,0.03,0.21,1,1,0,110748.88,0
7367,Prison Break: The Conspiracy,X360,2010,Action,Deep Silver,0.07,0.12,0,0.02,0.21,1,1,1,54083.8,1
7368,Neo Contra,PS2,2004,Shooter,Konami Digital Entertainment,0.1,0.08,0,0.03,0.21,3,0,1,88658.73,0
7369,MVP Baseball,PSP,2005,Sports,Electronic Arts,0.2,0,0,0.02,0.21,2,1,0,177938.52,0
7370,GRID Autosport,PS3,2014,Racing,Codemasters,0.05,0.11,0.01,0.04,0.21,1,1,0,174235.06,0
7371,Ghostbusters II,2600,N/A,Action,Activision,0.2,0.01,0,0,0.21,2,1,1,82696.84,0
7372,Breakaway IV,2600,N/A,Puzzle,Sears,0.2,0.01,0,0,0.21,2,1,1,142415.97,0
7373,RealSports Baseball,2600,1981,Sports,Atari,0.2,0.01,0,0,0.21,2,1,0,62811.03,0
7374,Now! That's What I Call Music: Dance & Sing,Wii,2011,Misc,Unknown,0,0.18,0,0.04,0.21,2,0,1,25339.29,0
7375,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,DS,2011,Strategy,Konami Digital Entertainment,0.1,0.03,0.07,0.01,0.21,2,0,1,176487.05,0
7376,Metal Gear Solid V: The Phantom Pain,X360,2015,Action,Konami Digital Entertainment,0.12,0.08,0,0.02,0.21,1,1,1,49833.5,1
7377,Hasbro Family Game Night 3,X360,2010,Misc,Electronic Arts,0.17,0.03,0,0.01,0.21,2,1,1,55829.25,0
7378,G.I. Joe: The Rise of Cobra,PS3,2009,Action,Electronic Arts,0.11,0.07,0,0.03,0.21,1,1,1,155823.2,0
7379,Rayman Raving Rabbids,X360,2007,Misc,Ubisoft,0.18,0.01,0,0.02,0.21,1,1,1,60622.61,0
7380,Viewtiful Joe 2,PS2,2004,Action,Capcom,0.1,0.08,0,0.03,0.21,2,1,1,174196.68,0
7381,Quake III: Revolution,PS2,2001,Shooter,Electronic Arts,0.1,0.08,0,0.03,0.21,1,1,1,56905.38,0
7382,Pac-Man World 3,PS2,2005,Platform,Namco Bandai Games,0.1,0.08,0,0.03,0.21,1,1,1,101178.85,0
7383,Naruto: Clash of Ninja (JP sales),GC,2003,Fighting,Tomy Corporation,0,0,0.21,0.01,0.21,1,1,1,73857.94,1
7384,Robotech: Battlecry,XB,N/A,Shooter,Unknown,0.16,0.05,0,0.01,0.21,2,1,0,102325.19,0
7385,NOëL: NOT DiGITAL,PS,1996,Adventure,Pioneer LDC,0,0,0.2,0.01,0.21,2,0,0,55356.39,1
7386,Transformer: Rise of the Dark Spark,PS4,2014,Action,Activision,0.07,0.1,0.01,0.04,0.21,2,1,1,131284.93,0
7387,Dragon Ball Z Hyper Dimension,SNES,1995,Fighting,Namco Bandai Games,0,0,0.21,0,0.21,2,0,0,88080.43,0
7388,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,Wii,2009,Adventure,GSP,0.12,0.07,0,0.02,0.21,1,0,1,93266.01,0
7389,Senran Kagura 2: Deep Crimson,3DS,2014,Action,Marvelous Entertainment,0.09,0.03,0.08,0.01,0.21,1,0,0,75562.47,0
7390,Marvel Super Hero Squad,PSP,2009,Fighting,THQ,0.17,0.02,0,0.02,0.21,1,1,1,153747.73,0
7391,The Chronicles of Narnia: Prince Caspian,DS,2008,Action,Disney Interactive Studios,0.19,0.01,0,0.02,0.21,2,1,0,163830.64,0
7392,Champion Jockey: G1 Jockey & Gallop Racer,PS3,2011,Sports,Tecmo Koei,0.06,0.05,0.08,0.02,0.21,1,1,0,103456.47,0
7393,HBO Boxing,PS,2000,Fighting,Acclaim Entertainment,0.12,0.08,0,0.01,0.21,1,1,0,95655.16,0
7394,Yoga Wii,Wii,2009,Sports,JoWood Productions,0.15,0.05,0,0.02,0.21,2,1,1,138350.74,0
7395,Darkwatch,XB,2005,Shooter,Ubisoft,0.16,0.05,0,0.01,0.21,1,0,0,31190.42,0
7396,Cabela's Survival: Shadows of Katmai,Wii,2011,Sports,Activision,0.15,0.05,0,0.02,0.21,1,0,1,167553.06,0
7397,Prince of Persia: Revelations,PSP,2005,Adventure,Ubisoft,0.18,0.01,0,0.02,0.21,1,0,0,59604.45,1
7398,Bass Pro Shops: The Strike,X360,2009,Sports,XS Games,0.2,0,0,0.02,0.21,2,1,0,162223.67,1
7399,Front Mission 5: Scars of the War,PS2,2005,Strategy,Square Enix,0,0,0.21,0,0.21,1,1,0,196549.85,1
7400,Maximo vs Army of Zin,PS2,2003,Platform,Capcom,0.1,0.08,0,0.03,0.21,1,1,1,120373.84,1
7401,The Fairly OddParents: Breakin' Da Rules,GC,2003,Platform,THQ,0.16,0.04,0,0.01,0.21,1,1,0,92149.64,0
7402,Namco Museum Megamix,Wii,2010,Misc,Namco Bandai Games,0.2,0,0,0.01,0.21,1,0,1,178361.48,1
7403,Wedding Dash,DS,2009,Action,Zoo Games,0.2,0,0,0.01,0.21,2,0,0,170998.83,0
7404,Hot Shots Tennis: Get a Grip,PSP,2010,Sports,Sony Computer Entertainment,0.06,0,0.13,0.01,0.21,2,1,0,77216.48,0
7405,Summoner 2,PS2,2002,Role-Playing,THQ,0.1,0.08,0,0.03,0.21,1,0,0,121164.6,1
7406,The Land Before Time: Big Water Adventure,PS,2002,Platform,TDK Mediactive,0.12,0.08,0,0.01,0.21,2,1,1,141841.31,0
7407,Shadow of Destiny,PS2,2001,Adventure,Konami Digital Entertainment,0.09,0.07,0.03,0.02,0.21,1,1,1,104000.06,0
7408,Valkyria Chronicles III: Unrecorded Chronicles,PSP,N/A,Strategy,Sega,0,0,0.21,0,0.21,2,1,1,191419.32,0
7409,Cabela's Deer Hunt: 2004 Season,XB,2003,Sports,Activision Value,0.16,0.05,0,0.01,0.21,2,1,0,28188.96,0
7410,Disney's Planes,WiiU,2013,Simulation,Disney Interactive Studios,0.15,0.04,0,0.02,0.21,1,1,1,60407.93,0
7411,Brunswick Pro Bowling,PSP,2007,Sports,505 Games,0.19,0,0,0.02,0.21,2,1,1,130489.37,0
7412,World Series of Poker,PSP,2005,Misc,Activision,0.19,0,0,0.02,0.21,2,1,0,193040.32,0
7413,ClayFighter 63 1/3,N64,1997,Fighting,Interplay,0.17,0.04,0,0,0.21,1,1,0,109742.8,0
7414,Monopoly,N64,1999,Misc,Hasbro Interactive,0.17,0.04,0,0,0.21,2,1,1,74760.32,0
7415,WCW Nitro,N64,1998,Fighting,THQ,0.17,0.04,0,0,0.21,1,0,1,61936.1,0
7416,Cruis'n Exotica,N64,2000,Racing,Midway Games,0.17,0.04,0,0,0.21,2,1,1,78650.95,0
7417,Gex 3: Deep Cover Gecko,N64,1999,Platform,Crave Entertainment,0.17,0.04,0,0,0.21,2,0,0,168023.6,0
7418,WinBack: Covert Operations,N64,1999,Shooter,Virgin Interactive,0.17,0.04,0,0,0.21,2,0,1,5571.59,0
7419,Heroes of Ruin,3DS,2012,Role-Playing,Nintendo,0.13,0.07,0,0.02,0.21,1,1,0,118591.67,0
7420,WipeOut 3 The Game,X360,2012,Action,Activision,0.2,0,0,0.01,0.21,2,1,0,7824.31,0
7421,Bastard!! Utsuro Naru Kamigami no Utsuwa,PS,1996,Role-Playing,Seta Corporation,0,0,0.2,0.01,0.21,2,0,0,38153.19,0
7422,SBK Superbike World Championship,X360,2008,Racing,Black Bean Games,0.06,0.14,0,0.01,0.21,1,1,1,180829.99,0
7423,The King of Fighters '96,SAT,1996,Fighting,SNK,0,0,0.21,0,0.21,1,1,1,143960.72,0
7424,Bionicle,GC,2003,Action,Electronic Arts,0.16,0.04,0,0.01,0.21,1,1,1,8788.35,0
